held_out_session,model,target,condition,ccc,pearson_r,mse,rmse
5,RidgeCV,arousal,lag_2,-0.2806188047360339,-0.3641767240983989,0.5893874442330452,0.7677157313960977
5,SVR,arousal,lag_2,-0.2656390044867927,-0.3079039357417394,0.5851769628420957,0.7649686025204536
5,CatBoost,arousal,lag_2,0.0623956921681557,0.1140373545881525,0.3187850014148904,0.5646104864549457
5,Ensemble,arousal,lag_2,-0.2038080970333387,-0.2996988972891894,0.463705168137863,0.6809590062095243
5,MeanBaseline,arousal,lag_3,5.122429483734636e-31,,0.2895751327688394,0.53812185680275
5,RidgeCV,arousal,lag_3,-0.2900426150294626,-0.3771412711646058,0.5991469332782536,0.7740458211748538
5,SVR,arousal,lag_3,-0.2944463389361814,-0.345567253172366,0.6321058901093175,0.7950508726548997
5,CatBoost,arousal,lag_3,-0.0672069462394228,-0.1256340739961203,0.3632573185707717,0.6027083196462213
5,Ensemble,arousal,lag_3,-0.2443699237895399,-0.3466088421980186,0.5017221380146137,0.7083234699024266
5,MeanBaseline,arousal,lag_4,3.772489457734617e-31,,0.2884259901563223,0.5370530608387986
5,RidgeCV,arousal,lag_4,-0.3611955622644679,-0.4696774784376576,0.4742983998689308,0.6886932552805572
5,SVR,arousal,lag_4,-0.302095887728299,-0.351686917017558,0.6117259452271512,0.7821291103309933
5,CatBoost,arousal,lag_4,-0.093655538765932,-0.1684407525765285,0.3646012151472388,0.6038221717916947
5,Ensemble,arousal,lag_4,-0.2732934613428461,-0.3899999177218639,0.4530331230485135,0.6730773529457914
5,MeanBaseline,valence,lag_0,2.236488225256278e-30,,0.1646040810525415,0.4057142849993596
5,RidgeCV,valence,lag_0,0.0201709566232832,0.0363041235761893,0.1784692935469714,0.4224562622887385
5,SVR,valence,lag_0,0.006773478129341,0.0182173588924509,0.1682893595845383,0.4102308613263247
5,CatBoost,valence,lag_0,-0.0406200944201172,-0.0906048295044865,0.1842767621809831,0.4292746931522788
5,Ensemble,valence,lag_0,-0.000247445428709,-0.000692334798846,0.1723846300956504,0.4151922808719478
5,MeanBaseline,valence,lag_1,3.193245072435546e-31,,0.1660776567229205,0.4075262650712473
5,RidgeCV,valence,lag_1,-0.0196079858133677,-0.035741695645634,0.1883089364860167,0.4339457759743914
5,SVR,valence,lag_1,0.0027751698397921,0.0075282660754815,0.1711728680101078,0.4137304291566041
5,CatBoost,valence,lag_1,0.0212317036737973,0.0426577080219772,0.1816924925560519,0.426254023507171
5,Ensemble,valence,lag_1,0.0012794390470453,0.0033626606042686,0.1751660523307207,0.4185284367049875
5,MeanBaseline,valence,lag_2,-7.1840343313872425e-31,,0.1675029778602282,0.4092712766127476
5,RidgeCV,valence,lag_2,-0.0222533421811255,-0.0409553130417691,0.1902218879432726,0.4361443430141822
5,SVR,valence,lag_2,0.0042469246356007,0.0113818834352001,0.1733088919841171,0.4163038457474506
5,CatBoost,valence,lag_2,-0.0776287522880703,-0.2059578848029333,0.2123462751565326,0.4608104546953472
5,Ensemble,valence,lag_2,-0.0355547307378956,-0.1032606678915692,0.1866581946157851,0.4320395752888676
5,MeanBaseline,valence,lag_3,0.0,,0.1690290361127663,0.4111314097861733
5,RidgeCV,valence,lag_3,-0.0658939981641801,-0.1201609194012866,0.1980607747016385,0.4450401944786993
5,SVR,valence,lag_3,-0.0068026716591444,-0.0218419916456592,0.1762209229061416,0.4197867588504211
5,CatBoost,valence,lag_3,-0.0660960906041861,-0.1681171129780571,0.2147675164480647,0.4634301635069352
5,Ensemble,valence,lag_3,-0.0512448618278072,-0.1494053412340007,0.1902194825606908,0.4361415854521222
5,MeanBaseline,valence,lag_4,-9.585294559823344e-31,,0.1702739546099219,0.4126426475898025
5,RidgeCV,valence,lag_4,-0.081863539194376,-0.1464040688559211,0.2022850545770776,0.4497611083420593
5,SVR,valence,lag_4,-0.0047003281609785,-0.0142040486832504,0.1773983906062433,0.4211868832314739
5,CatBoost,valence,lag_4,-0.0704920703223439,-0.1768757999658117,0.2097397839374269,0.4579735624874289
5,Ensemble,valence,lag_4,-0.0594587480097398,-0.1742326515650713,0.1905046605620539,0.4364683958341702
6,MeanBaseline,arousal,lag_0,2.7804251290590926e-31,,0.5674390559748438,0.7532855076097268
6,RidgeCV,arousal,lag_0,-0.01129191636557,-0.041597526792593,0.7442937692656741,0.8627246196009907
6,SVR,arousal,lag_0,-0.0353916347404877,-0.0793688465160129,0.8505621911444304,0.9222592862879888
6,CatBoost,arousal,lag_0,0.0469351979032056,0.1568494074291968,0.6041338998746267,0.7772605096585229
6,Ensemble,arousal,lag_0,-0.0011241451103352,-0.0040833820181412,0.7110649326374375,0.8432466618003521
6,MeanBaseline,arousal,lag_1,0.0,,0.5666477574847186,0.7527600929145478
6,RidgeCV,arousal,lag_1,-0.0004689943249005,-0.0017274307586351,0.734003513804276,0.8567400503094716
6,SVR,arousal,lag_1,-0.0186737405154181,-0.0429399924598891,0.8189084923577128,0.9049356288475512
6,CatBoost,arousal,lag_1,0.0558980998341691,0.2016903727829825,0.5887058818305324,0.7672717131698081
6,Ensemble,arousal,lag_1,0.0099602750010494,0.0374092739785194,0.6930449066081674,0.8324931871241754
6,MeanBaseline,arousal,lag_2,4.723462903013458e-32,,0.5661322674419733,0.7524176150529527
6,RidgeCV,arousal,lag_2,0.0141470393090921,0.0531126544111338,0.727586049421269,0.8529865470341658
6,SVR,arousal,lag_2,0.0106532983835639,0.0246337068614198,0.7989609809346252,0.8938461729708447
6,CatBoost,arousal,lag_2,0.0578738467509361,0.2317897229047045,0.5944759349213532,0.7710226552581664
6,Ensemble,arousal,lag_2,0.0270017201313814,0.1024247243911024,0.6887034293253137,0.8298815754824984
6,MeanBaseline,arousal,lag_3,0.0,,0.565911752298365,0.7522710630473334
6,RidgeCV,arousal,lag_3,0.0198032507929886,0.0723182598073546,0.7289568084018081,0.8537896745696847
